fecha,consumo_zona_1,temperatura,humedad,velocidad_viento,flujo_difuso_general,flujo_difuso
3/2/2017 2:30,23107.40426,13.84,82.8,0.087,0.015,0.133
3/2/2017 2:40,22843.91489,13.63,83.7,0.087,0.011,0.115
3/2/2017 2:50,22807.14894,13.76,83.9,0.086,0.011,0.137
3/2/2017 3:00,22892.93617,14.15,83.7,0.085,0.048,0.122
3/2/2017 3:10,22604.93617,14.31,82.7,0.086,0.04,0.163
3/2/2017 3:20,22402.7234,13.67,83.2,0.085,0.04,0.108
3/2/2017 3:30,22151.48936,13.43,84.5,0.086,0.044,0.111
3/2/2017 3:40,22408.85106,13.51,84.2,0.084,0.026,0.145
3/2/2017 3:50,22225.02128,13.49,85.8,0.085,0.026,0.145
3/2/2017 4:00,22114.7234,13.79,85.0,0.085,0.037,0.111
3/2/2017 4:10,22053.44681,13.7,84.4,0.085,0.033,0.108
3/2/2017 4:20,22084.08511,13.42,84.5,0.082,0.033,0.141
3/2/2017 4:30,22090.21277,12.95,85.4,0.082,0.018,0.115
3/2/2017 4:40,22335.31915,12.87,85.9,0.09,0.026,0.133
3/2/2017 4:50,22666.21277,12.82,86.1,0.089,0.018,0.174
3/2/2017 5:00,22733.61702,12.6,86.8,0.085,0.026,0.082
3/2/2017 5:10,23052.25532,12.46,87.6,0.084,0.029,0.167
3/2/2017 5:20,24467.74468,12.65,88.0,0.083,0.026,0.13
3/2/2017 5:30,24075.57447,13.14,87.6,0.087,0.037,0.159
3/2/2017 5:40,24118.46809,13.24,86.8,0.084,0.029,0.115
3/2/2017 5:50,23824.34043,13.27,86.5,0.084,0.026,0.159
3/2/2017 6:00,23162.55319,13.21,86.5,0.083,0.011,0.137
3/2/2017 6:10,23125.78723,13.3,86.6,0.079,0.044,0.137
3/2/2017 6:20,22868.42553,13.33,86.8,0.082,0.033,0.119
3/2/2017 6:30,22218.89362,13.43,86.8,0.084,0.029,0.126
3/2/2017 6:40,21820.59574,13.48,86.4,0.08,0.051,0.111
3/2/2017 6:50,21986.04255,13.36,86.4,0.083,0.029,0.078
3/2/2017 7:00,22568.17021,13.39,86.5,0.085,0.029,0.119
3/2/2017 7:10,23266.7234,13.48,86.4,0.084,0.029,0.111
3/2/2017 7:20,23701.78723,13.65,85.8,0.086,0.099,0.193
3/2/2017 7:30,24032.68085,13.52,85.5,0.08,1.27,1.072
3/2/2017 7:40,23805.95745,13.46,85.7,0.082,3.484,3.267
3/2/2017 7:50,24130.7234,13.42,86.0,0.084,10.48,9.69
3/2/2017 8:00,24829.2766,13.39,86.2,0.081,21.31,19.66
3/2/2017 8:10,25533.95745,13.4,86.3,0.085,53.4,50.45
3/2/2017 8:20,25938.38298,13.53,86.3,0.08,84.7,80.8
3/2/2017 8:30,26214.12766,13.69,86.1,0.083,115.4,110.9
3/2/2017 8:40,26734.97872,13.71,85.7,0.084,149.1,143.3
3/2/2017 8:50,27280.34043,13.72,85.5,0.084,181.8,171.3
3/2/2017 9:00,27715.40426,13.74,85.2,0.083,212.3,178.6
3/2/2017 9:10,28015.65957,13.77,84.9,0.085,235.2,130.7
3/2/2017 9:20,28652.93617,13.9,84.7,0.081,270.1,89.0
3/2/2017 9:30,29314.7234,13.9,84.3,0.083,303.2,67.77
3/2/2017 9:40,29688.51064,13.91,84.0,0.083,328.0,60.58
3/2/2017 9:50,29743.65957,14.05,83.8,0.083,362.6,57.66
3/2/2017 10:00,28928.68085,14.14,83.1,0.085,396.5,57.51
3/2/2017 10:10,29780.42553,14.24,82.8,0.084,428.9,56.83
3/2/2017 10:20,30478.97872,14.39,82.1,0.08,443.8,57.03
3/2/2017 10:30,30528.0,14.65,81.6,0.083,467.9,57.68
3/2/2017 10:40,31159.14894,15.02,81.0,0.089,516.7,59.79
3/2/2017 10:50,31244.93617,15.43,80.0,0.081,528.2,60.52
3/2/2017 11:00,31600.34043,15.8,78.9,0.084,537.6,59.75
3/2/2017 11:10,31532.93617,16.14,77.7,0.083,540.2,60.71
3/2/2017 11:20,31986.38298,16.39,76.3,0.08,569.8,61.28
3/2/2017 11:30,32378.55319,16.76,75.4,0.082,612.6,58.93
3/2/2017 11:40,32323.40426,17.06,73.8,0.082,628.8,55.96
3/2/2017 11:50,32672.68085,17.37,72.5,0.083,639.8,53.42
3/2/2017 12:00,32403.06383,17.81,71.5,0.083,660.2,52.58
3/2/2017 12:10,32678.80851,18.36,70.3,0.082,669.9,53.95
3/2/2017 12:20,32801.3617,18.95,69.16,0.082,680.5,54.75
3/2/2017 12:30,33297.70213,19.43,68.06,0.082,682.7,53.02
3/2/2017 12:40,33726.6383,19.68,66.66,0.081,694.0,51.29
3/2/2017 12:50,33420.25532,19.93,64.85,0.081,697.7,51.07
3/2/2017 13:00,33211.91489,20.33,64.35,0.08,700.0,51.06
3/2/2017 13:10,33309.95745,20.36,63.42,0.081,703.0,50.98
3/2/2017 13:20,33457.02128,20.62,62.62,0.085,704.0,52.29
3/2/2017 13:30,32862.6383,20.79,62.62,0.082,702.0,53.01
3/2/2017 13:40,32727.82979,20.9,61.98,0.08,698.2,53.88
3/2/2017 13:50,32323.40426,21.0,61.52,0.084,693.5,55.22
3/2/2017 14:00,32004.76596,21.08,61.15,0.083,676.7,58.89
3/2/2017 14:10,32200.85106,21.32,59.81,0.081,680.5,58.51
3/2/2017 14:20,32292.76596,21.47,60.78,0.081,671.1,62.42
3/2/2017 14:30,32188.59574,21.42,59.71,0.083,657.4,69.44
3/2/2017 14:40,31857.70213,21.75,59.88,0.082,635.2,84.2
3/2/2017 14:50,31931.23404,21.74,58.31,0.081,617.0,89.9
3/2/2017 15:00,31925.10638,21.94,56.44,0.08,616.1,83.6
3/2/2017 15:10,31888.34043,21.78,56.71,0.079,600.2,89.6
3/2/2017 15:20,31575.82979,21.79,57.21,0.08,577.0,126.5
3/2/2017 15:30,31986.38298,21.6,58.14,0.083,536.7,222.9
3/2/2017 15:40,31839.31915,21.77,58.31,0.08,512.8,373.2
3/2/2017 15:50,31630.97872,21.77,56.91,0.082,487.8,464.3
3/2/2017 16:00,31906.7234,21.73,55.74,0.082,479.5,497.7
3/2/2017 16:10,32139.57447,21.57,57.41,0.084,460.9,489.4
3/2/2017 16:20,32396.93617,21.49,58.04,0.082,430.1,456.3
3/2/2017 16:30,32360.17021,21.29,58.91,0.082,385.4,408.2
3/2/2017 16:40,32017.02128,21.25,59.91,2.764,354.7,376.0
3/2/2017 16:50,32041.53191,21.05,60.77,4.916,331.0,351.9
3/2/2017 17:00,31649.3617,20.9,61.41,4.918,318.5,342.2
3/2/2017 17:10,31796.42553,20.71,61.77,4.916,297.0,322.1
3/2/2017 17:20,31857.70213,20.48,62.37,4.915,267.4,291.8
3/2/2017 17:30,31925.10638,20.26,63.27,4.916,199.9,217.0
3/2/2017 17:40,32360.17021,20.07,63.47,4.915,122.5,129.2
3/2/2017 17:50,33028.08511,19.77,66.04,4.916,100.4,103.7
3/2/2017 18:00,34419.06383,19.43,67.08,4.925,90.5,91.9
3/2/2017 18:10,36055.14894,19.2,68.01,4.92,75.2,74.2
3/2/2017 18:20,39266.04255,18.95,69.45,4.915,65.21,63.51
3/2/2017 18:30,42538.21277,18.72,70.4,4.916,51.9,50.0
3/2/2017 18:40,43708.59574,18.46,71.4,4.914,39.41,37.97
3/2/2017 18:50,44106.89362,18.2,72.4,4.911,27.21,26.32
3/2/2017 19:00,44394.89362,17.85,73.6,4.914,13.76,13.37
3/2/2017 19:10,44793.19149,17.52,75.3,4.915,3.845,3.822
3/2/2017 19:20,44480.68085,17.14,76.3,4.914,0.911,0.931
3/2/2017 19:30,43935.31915,16.87,77.0,4.912,0.19,0.234
3/2/2017 19:40,44008.85106,16.6,77.9,4.913,0.033,0.159
3/2/2017 19:50,43671.82979,16.31,78.7,4.915,0.037,0.119
3/2/2017 20:00,43543.14894,16.08,79.4,4.907,0.033,0.119
3/2/2017 20:10,44155.91489,15.9,79.9,4.912,0.026,0.126
3/2/2017 20:20,44492.93617,15.72,80.4,4.913,0.029,0.141
3/2/2017 20:30,44364.25532,15.57,81.2,4.91,0.018,0.13
3/2/2017 20:40,44229.44681,15.41,81.9,4.916,0.033,0.096
3/2/2017 20:50,43953.70213,15.3,82.2,4.916,0.026,0.126
3/2/2017 21:00,43322.55319,15.15,82.6,4.908,0.026,0.089
3/2/2017 21:10,42905.87234,14.97,82.8,4.914,0.011,0.141
3/2/2017 21:20,42826.21277,14.83,83.0,4.914,0.015,0.167
3/2/2017 21:30,42311.48936,14.77,83.1,4.911,0.033,0.119
3/2/2017 21:40,41416.85106,14.67,83.6,4.915,0.029,0.104
3/2/2017 21:50,40191.31915,14.56,83.9,4.916,0.022,0.111
3/2/2017 22:00,39768.51064,14.46,84.4,4.91,0.029,0.119
3/2/2017 22:10,39621.44681,14.45,84.4,4.91,0.04,0.1
3/2/2017 22:20,38665.53191,14.37,84.5,4.913,0.015,0.089
3/2/2017 22:30,38101.78723,14.23,84.8,4.913,0.026,0.126
3/2/2017 22:40,37433.87234,14.19,84.9,4.914,0.022,0.119
3/2/2017 22:50,36471.82979,14.14,85.2,4.916,0.018,0.145
3/2/2017 23:00,35583.31915,14.07,85.6,4.91,0.04,0.119
3/2/2017 23:10,34743.82979,14.07,85.7,4.916,0.044,0.111
3/2/2017 23:20,33830.80851,13.94,85.8,4.915,0.026,0.111
3/2/2017 23:30,32580.76596,13.84,86.1,4.915,0.011,0.133
3/2/2017 23:40,31716.76596,13.83,86.1,4.916,0.022,0.159
3/2/2017 23:50,30895.65957,13.88,86.1,4.917,0.015,0.152
3/3/2017 0:00,29847.82979,13.82,85.8,4.908,0.037,0.126
3/3/2017 0:10,29143.14894,13.69,86.3,4.909,0.04,0.137
3/3/2017 0:20,28512.0,13.76,86.2,4.915,0.018,0.133
3/3/2017 0:30,27672.51064,13.88,85.8,4.913,0.029,0.1
3/3/2017 0:40,26894.29787,13.92,85.4,4.914,0.037,0.163
3/3/2017 0:50,26796.25532,13.75,84.8,4.916,0.026,0.108
3/3/2017 1:00,26208.0,13.54,85.4,4.911,0.015,0.1
3/3/2017 1:10,25374.6383,13.5,85.8,4.914,0.048,0.093
3/3/2017 1:20,25141.78723,13.48,85.9,4.913,0.059,0.074
3/3/2017 1:30,24290.04255,13.35,86.4,4.91,0.037,0.133
3/3/2017 1:40,24290.04255,13.27,86.6,4.912,0.033,0.108
3/3/2017 1:50,24002.04255,13.18,86.8,4.911,0.033,0.093
3/3/2017 2:00,23812.08511,13.21,87.1,4.908,0.026,0.093
3/3/2017 2:10,23879.48936,13.28,86.8,4.909,0.026,0.119
3/3/2017 2:20,23652.76596,13.34,86.7,4.912,0.022,0.108
3/3/2017 2:30,23487.31915,13.23,86.7,4.911,0.037,0.093
3/3/2017 2:40,23579.23404,13.16,87.0,4.914,0.037,0.093
3/3/2017 2:50,23119.65957,13.21,87.2,4.912,0.04,0.1
3/3/2017 3:00,22782.6383,13.24,87.0,4.908,0.033,0.119
3/3/2017 3:10,22782.6383,13.3,86.8,4.911,0.026,0.126
3/3/2017 3:20,22813.2766,13.36,86.1,4.911,0.033,0.122
3/3/2017 3:30,22451.74468,13.34,85.6,4.911,0.033,0.148
3/3/2017 3:40,22365.95745,13.34,85.6,4.911,0.029,0.119
3/3/2017 3:50,22390.46809,13.22,86.1,4.909,0.026,0.126
3/3/2017 4:00,22598.80851,13.16,87.0,4.91,0.022,0.119
3/3/2017 4:10,22464.0,13.11,87.3,4.908,0.044,0.093
3/3/2017 4:20,22310.80851,13.04,87.9,4.91,0.022,0.145
3/3/2017 4:30,22365.95745,13.08,87.9,4.907,0.037,0.096
3/3/2017 4:40,22427.23404,13.06,88.0,4.909,0.033,0.126
3/3/2017 4:50,22543.65957,13.0,88.2,4.909,0.04,0.122
3/3/2017 5:00,22966.46809,13.0,88.1,4.91,0.04,0.111
3/3/2017 5:10,23082.89362,13.05,87.9,4.91,0.037,0.13
3/3/2017 5:20,24069.44681,13.17,87.6,4.911,0.011,0.111
3/3/2017 5:30,24351.31915,13.27,86.7,4.91,0.048,0.122
3/3/2017 5:40,24142.97872,13.36,86.2,4.911,0.037,0.13
3/3/2017 5:50,23799.82979,13.4,85.3,4.912,0.026,0.137
3/3/2017 6:00,23609.87234,13.32,84.9,4.916,0.044,0.108
3/3/2017 6:10,23187.06383,13.18,85.5,4.908,0.029,0.122
3/3/2017 6:20,22709.10638,12.96,86.3,4.906,0.029,0.104
3/3/2017 6:30,21986.04255,12.81,86.9,4.913,0.022,0.119
3/3/2017 6:40,21900.25532,12.78,87.3,4.91,0.037,0.096
3/3/2017 6:50,21998.29787,12.81,87.3,4.91,0.04,0.13
3/3/2017 7:00,22365.95745,12.79,87.5,4.914,0.007,0.141
3/3/2017 7:10,22880.68085,12.8,87.6,4.911,0.029,0.13
3/3/2017 7:20,23254.46809,12.78,87.8,4.908,0.091,0.145
3/3/2017 7:30,23622.12766,12.72,87.8,4.908,1.08,1.042
3/3/2017 7:40,23536.34043,12.69,87.9,4.909,2.203,2.106
3/3/2017 7:50,23278.97872,12.64,87.9,4.91,6.107,5.599
3/3/2017 8:00,24014.29787,12.57,88.0,4.91,14.77,13.13
3/3/2017 8:10,24957.95745,12.51,88.0,4.909,26.65,24.06
3/3/2017 8:20,25264.34043,12.51,88.0,4.909,68.38,64.18
3/3/2017 8:30,26165.10638,12.49,87.8,4.908,81.6,75.9
3/3/2017 8:40,26906.55319,12.57,87.7,4.909,138.9,132.4
3/3/2017 8:50,27280.34043,12.7,87.6,4.909,185.0,177.5
3/3/2017 9:00,27378.38298,12.87,86.8,4.908,172.0,160.4
3/3/2017 9:10,28021.78723,13.06,86.0,4.909,245.2,198.8
3/3/2017 9:20,28910.29787,13.4,85.3,4.913,279.4,156.6
3/3/2017 9:30,29388.25532,13.68,83.3,4.91,335.0,112.7
3/3/2017 9:40,28757.10638,13.97,81.5,4.914,313.1,82.9
3/3/2017 9:50,28965.44681,14.34,79.7,4.915,304.5,83.4
3/3/2017 10:00,29351.48936,14.39,78.6,4.913,269.4,84.7
3/3/2017 10:10,29976.51064,14.42,78.8,4.914,379.4,86.9
3/3/2017 10:20,30227.74468,14.74,78.9,4.91,391.0,81.5
3/3/2017 10:30,30889.53191,14.97,78.3,4.912,408.7,77.4
3/3/2017 10:40,31379.74468,15.35,76.5,4.915,495.6,71.2
3/3/2017 10:50,32366.29787,15.91,75.3,4.914,554.5,64.56
3/3/2017 11:00,33365.10638,16.34,73.6,4.913,566.1,58.1
3/3/2017 11:10,33885.95745,16.73,72.6,4.916,603.4,55.04
3/3/2017 11:20,33579.57447,17.28,70.5,4.914,626.3,54.33
3/3/2017 11:30,34198.46809,17.85,68.06,4.91,628.1,55.49
3/3/2017 11:40,34180.08511,18.33,66.52,4.913,617.4,56.12
3/3/2017 11:50,34241.3617,18.93,64.65,4.916,668.8,52.11
3/3/2017 12:00,34345.53191,19.1,63.15,4.92,681.3,51.32
3/3/2017 12:10,33849.19149,19.6,60.68,4.915,686.9,54.64
3/3/2017 12:20,33352.85106,20.05,57.34,4.919,693.7,58.11
3/3/2017 12:30,32660.42553,20.57,55.84,4.914,703.0,62.19
3/3/2017 12:40,32930.04255,21.15,49.4,4.915,722.0,67.66
3/3/2017 12:50,32856.51064,21.44,46.09,4.918,718.0,77.0
3/3/2017 13:00,32770.7234,21.69,43.83,4.917,618.9,102.2
3/3/2017 13:10,33021.95745,21.98,43.29,4.919,683.8,115.5
3/3/2017 13:20,33646.97872,22.24,41.79,4.923,709.0,112.1
3/3/2017 13:30,34235.23404,22.5,38.32,4.916,695.7,107.3
3/3/2017 13:40,33941.10638,22.98,31.58,4.918,712.0,99.2
3/3/2017 13:50,33610.21277,23.04,31.71,4.919,712.0,97.5
3/3/2017 14:00,33408.0,23.21,34.51,4.916,716.0,106.5
3/3/2017 14:10,33383.48936,23.61,32.61,4.921,710.0,119.8
3/3/2017 14:20,33169.02128,23.54,35.38,4.917,678.6,138.1
3/3/2017 14:30,33034.21277,23.51,37.25,4.914,643.4,149.8
3/3/2017 14:40,33089.3617,23.74,38.22,4.916,598.0,160.6
3/3/2017 14:50,32966.80851,23.61,38.45,4.922,555.2,162.3
3/3/2017 15:00,32556.25532,23.8,38.05,4.919,594.6,170.7
3/3/2017 15:10,32519.48936,24.12,37.95,4.919,584.4,185.8
3/3/2017 15:20,32200.85106,24.16,37.15,4.918,509.0,250.0
3/3/2017 15:30,31986.38298,24.15,36.82,4.915,490.3,367.5
3/3/2017 15:40,32041.53191,24.33,38.18,4.919,487.9,460.9
3/3/2017 15:50,32072.17021,24.32,38.52,4.916,528.8,540.7
3/3/2017 16:00,31667.74468,24.57,41.25,4.919,487.5,502.8
3/3/2017 16:10,31496.17021,24.45,40.89,4.918,407.2,414.1
3/3/2017 16:20,31624.85106,23.73,46.66,4.917,388.9,395.3
3/3/2017 16:30,32059.91489,22.86,47.9,4.916,420.0,434.1
3/3/2017 16:40,32562.38298,22.3,48.83,4.917,349.3,358.4
3/3/2017 16:50,32513.3617,22.08,49.59,4.915,362.0,379.6
3/3/2017 17:00,32501.10638,22.0,51.39,4.923,334.5,354.1
3/3/2017 17:10,33021.95745,21.24,56.0,4.92,318.1,340.7
3/3/2017 17:20,32832.0,20.84,55.83,4.917,240.4,255.8
3/3/2017 17:30,32997.44681,20.17,57.27,4.919,260.5,282.5
3/3/2017 17:40,33365.10638,19.99,57.4,4.917,229.7,251.0
3/3/2017 17:50,34063.65957,19.72,57.13,4.917,158.0,172.6
3/3/2017 18:00,35166.6383,19.61,57.4,4.923,149.6,165.1
3/3/2017 18:10,37421.61702,19.76,56.9,4.915,119.4,131.4
3/3/2017 18:20,40258.7234,19.76,56.33,4.914,109.3,121.6
3/3/2017 18:30,42452.42553,19.82,55.76,4.916,71.3,77.3
3/3/2017 18:40,43169.3617,19.83,55.3,4.919,39.05,40.52
3/3/2017 18:50,43628.93617,19.57,55.56,4.915,27.87,28.93
3/3/2017 19:00,43776.0,19.51,55.56,4.919,13.53,13.41
3/3/2017 19:10,43457.3617,19.27,56.4,4.916,4.892,4.753
3/3/2017 19:20,43543.14894,18.79,58.9,4.918,1.306,1.312
3/3/2017 19:30,43046.80851,18.34,60.8,4.919,0.296,0.271
3/3/2017 19:40,42991.65957,18.08,61.57,4.92,0.084,0.115
3/3/2017 19:50,42783.31915,17.9,62.37,4.922,0.08,0.104
3/3/2017 20:00,42783.31915,17.64,63.57,4.917,0.073,0.104
3/3/2017 20:10,43083.57447,17.14,65.07,4.917,0.051,0.119
3/3/2017 20:20,43285.78723,16.78,66.54,4.92,0.073,0.096
3/3/2017 20:30,43334.80851,16.66,67.21,4.919,0.033,0.126
3/3/2017 20:40,43432.85106,16.36,68.31,4.92,0.055,0.115
3/3/2017 20:50,43114.21277,16.01,69.95,4.916,0.04,0.133
3/3/2017 21:00,42305.3617,15.83,71.0,4.909,0.037,0.174
3/3/2017 21:10,42121.53191,15.64,72.4,4.917,0.037,0.096
3/3/2017 21:20,41625.19149,15.53,73.0,4.922,0.062,0.052
3/3/2017 21:30,41079.82979,16.05,75.2,4.916,0.037,0.1
3/3/2017 21:40,40552.85106,16.95,75.0,4.918,0.048,0.111
3/3/2017 21:50,40123.91489,17.02,78.0,4.92,0.015,0.108
3/3/2017 22:00,39517.2766,16.96,80.3,4.909,0.04,0.126
3/3/2017 22:10,38616.51064,16.79,82.0,4.91,0.026,0.152
3/3/2017 22:20,37911.82979,16.61,83.3,4.909,0.026,0.145
3/3/2017 22:30,37703.48936,16.51,84.1,4.907,0.04,0.133
3/3/2017 22:40,36582.12766,16.33,84.8,4.909,0.026,0.145
3/3/2017 22:50,35877.44681,16.19,85.2,4.914,0.022,0.137
3/3/2017 23:00,35117.61702,16.08,85.4,4.907,0.029,0.137
3/3/2017 23:10,34020.76596,16.0,85.4,4.905,0.022,0.119
3/3/2017 23:20,33144.51064,15.95,85.4,4.912,0.037,0.152
3/3/2017 23:30,31943.48936,15.93,85.3,4.909,0.018,0.145
3/3/2017 23:40,31300.08511,15.88,85.2,4.909,0.018,0.104
3/3/2017 23:50,30491.23404,15.86,85.5,4.913,0.018,0.126
3/4/2017 0:00,29572.08511,15.87,85.7,4.904,0.018,0.122
3/4/2017 0:10,28971.57447,15.79,86.3,4.907,0.011,0.096
3/4/2017 0:20,28383.31915,15.59,86.7,4.912,0.033,0.115
3/4/2017 0:30,27648.0,15.59,87.1,4.907,0.033,0.108
3/4/2017 0:40,26875.91489,15.62,87.1,4.91,0.018,0.133
3/4/2017 0:50,26532.76596,15.69,87.2,4.911,0.04,0.096
3/4/2017 1:00,26067.06383,15.72,87.6,4.907,0.033,0.133
3/4/2017 1:10,25613.61702,15.67,87.9,4.908,0.018,0.104
3/4/2017 1:20,25056.0,15.59,88.0,4.908,0.018,0.104
3/4/2017 1:30,24884.42553,15.48,88.1,4.909,0.022,0.085
3/4/2017 1:40,24424.85106,15.23,87.9,4.915,0.029,0.159
3/4/2017 1:50,24087.82979,15.04,87.5,4.91,0.018,0.122
3/4/2017 2:00,23995.91489,15.09,86.9,4.908,0.026,0.119
3/4/2017 2:10,23787.57447,15.13,86.6,4.91,0.015,0.093
3/4/2017 2:20,23475.06383,14.87,87.5,4.909,0.051,0.093
3/4/2017 2:30,23180.93617,14.7,87.9,4.912,0.055,0.115
3/4/2017 2:40,23285.10638,14.55,88.3,4.913,0.022,0.141
3/4/2017 2:50,23272.85106,14.44,88.8,4.91,0.022,0.1
3/4/2017 3:00,22825.53191,14.43,88.9,4.91,0.048,0.126
3/4/2017 3:10,22537.53191,14.42,88.9,4.912,0.037,0.089
3/4/2017 3:20,22684.59574,14.37,88.9,4.91,0.051,0.108
3/4/2017 3:30,22482.38298,14.36,88.7,4.912,0.055,0.122
3/4/2017 3:40,22408.85106,14.36,88.6,4.91,0.029,0.085
3/4/2017 3:50,22280.17021,14.41,88.3,4.909,0.033,0.096
3/4/2017 4:00,22188.25532,14.36,88.2,4.91,0.037,0.141
3/4/2017 4:10,22200.51064,14.35,88.3,4.911,0.015,0.111
3/4/2017 4:20,22200.51064,14.27,88.2,4.908,0.037,0.085
3/4/2017 4:30,22402.7234,14.35,87.8,4.91,0.015,0.111
3/4/2017 4:40,22427.23404,14.45,86.4,4.909,0.033,0.145
3/4/2017 4:50,22439.48936,14.67,85.3,4.907,0.026,0.13
3/4/2017 5:00,22611.06383,14.65,84.8,4.908,0.018,0.126
3/4/2017 5:10,23223.82979,14.55,85.3,4.91,0.022,0.104
3/4/2017 5:20,24332.93617,14.42,85.6,4.909,0.015,0.141
3/4/2017 5:30,24185.87234,14.47,85.6,4.909,0.033,0.141
3/4/2017 5:40,23628.25532,14.52,86.1,4.91,0.026,0.104
3/4/2017 5:50,23499.57447,14.47,87.0,4.911,0.018,0.111
3/4/2017 6:00,23278.97872,14.43,87.4,4.914,0.029,0.115
3/4/2017 6:10,22745.87234,14.38,87.7,4.911,0.018,0.145
3/4/2017 6:20,22157.61702,14.33,87.4,4.911,0.026,0.104
3/4/2017 6:30,21526.46809,14.38,86.8,4.909,0.048,0.07
3/4/2017 6:40,20827.91489,14.53,87.2,4.91,0.022,0.145
3/4/2017 6:50,20521.53191,14.51,87.2,4.91,0.022,0.119
3/4/2017 7:00,20962.7234,14.34,86.6,4.913,0.048,0.093
3/4/2017 7:10,21483.57447,14.24,85.5,4.908,0.022,0.119
3/4/2017 7:20,21630.6383,14.5,82.4,4.91,0.044,0.13
3/4/2017 7:30,21943.14894,14.65,80.2,4.912,0.278,0.36
3/4/2017 7:40,21906.38298,14.66,78.8,4.916,0.366,0.397
3/4/2017 7:50,21888.0,14.71,77.1,4.918,0.926,0.957
3/4/2017 8:00,22813.2766,14.73,76.3,4.915,1.837,1.85
3/4/2017 8:10,23805.95745,14.7,75.7,4.911,3.834,3.822
3/4/2017 8:20,24290.04255,14.77,73.6,4.912,6.388,6.236
3/4/2017 8:30,25172.42553,14.85,71.7,4.913,10.05,9.91
3/4/2017 8:40,25772.93617,14.91,70.7,4.916,18.06,17.58
3/4/2017 8:50,26465.3617,14.92,71.9,4.915,24.31,23.6
3/4/2017 9:00,27194.55319,14.87,71.9,4.918,33.81,33.01
3/4/2017 9:10,27697.02128,14.89,71.4,4.914,49.39,48.0
3/4/2017 9:20,28168.85106,14.88,71.3,4.916,54.24,51.7
3/4/2017 9:30,28744.85106,14.93,70.4,4.914,54.75,52.38
3/4/2017 9:40,29290.21277,14.92,71.4,4.915,48.55,46.8
3/4/2017 9:50,30001.02128,14.91,71.1,4.916,42.38,41.02
3/4/2017 10:00,30264.51064,14.9,71.0,4.91,50.39,48.8
3/4/2017 10:10,31012.08511,14.92,70.7,4.915,61.39,59.82
3/4/2017 10:20,31447.14894,14.87,70.4,4.914,64.11,62.25
3/4/2017 10:30,31808.68085,14.89,69.86,4.909,71.6,69.97
3/4/2017 10:40,32066.04255,14.89,69.82,4.917,67.64,65.36
3/4/2017 10:50,32354.04255,14.93,69.19,4.917,73.3,71.2
3/4/2017 11:00,32666.55319,14.86,69.36,4.912,93.6,90.9
3/4/2017 11:10,33358.97872,14.93,66.99,4.913,133.7,130.2
3/4/2017 11:20,33322.21277,14.99,65.39,4.917,149.1,145.4
3/4/2017 11:30,33316.08511,14.98,63.98,4.916,178.5,173.8
3/4/2017 11:40,33303.82979,15.07,62.82,4.917,231.1,223.3
3/4/2017 11:50,33438.6383,15.14,62.88,4.914,255.1,247.2
3/4/2017 12:00,33640.85106,15.13,62.38,4.913,241.1,227.7
3/4/2017 12:10,34100.42553,15.06,60.98,4.915,222.0,215.1
3/4/2017 12:20,34437.44681,15.16,61.52,4.916,261.9,249.9
3/4/2017 12:30,34676.42553,15.12,62.28,4.915,240.5,235.2
3/4/2017 12:40,34517.10638,15.16,63.18,4.917,266.7,256.7
3/4/2017 12:50,34419.06383,15.24,63.25,4.919,261.7,255.7
3/4/2017 13:00,34400.68085,15.28,64.22,4.915,263.6,255.4
3/4/2017 13:10,34651.91489,15.07,65.15,4.913,217.0,210.3
3/4/2017 13:20,34737.70213,14.91,64.42,4.921,201.2,196.8
3/4/2017 13:30,34658.04255,14.8,63.79,4.913,211.1,206.2
3/4/2017 13:40,34431.31915,14.91,63.02,4.919,294.3,288.8
3/4/2017 13:50,34039.14894,14.98,62.68,4.919,342.8,333.7
3/4/2017 14:00,33597.95745,14.99,61.85,4.921,302.4,295.5
3/4/2017 14:10,33481.53191,14.94,62.58,4.919,321.4,315.6
3/4/2017 14:20,33358.97872,14.95,63.15,4.918,328.3,321.9
3/4/2017 14:30,33236.42553,14.99,64.02,4.921,342.6,333.5
3/4/2017 14:40,33126.12766,15.08,64.09,4.921,427.1,375.7
3/4/2017 14:50,33113.87234,15.33,63.55,4.921,722.0,460.2
3/4/2017 15:00,32740.08511,15.52,63.22,4.918,722.0,426.7
3/4/2017 15:10,32599.14894,15.47,62.65,4.92,623.8,411.7
3/4/2017 15:20,32341.78723,15.56,61.38,4.918,668.0,554.4
3/4/2017 15:30,32010.89362,15.64,61.18,4.918,615.2,570.4
3/4/2017 15:40,31827.06383,15.5,60.58,4.915,465.4,431.6
3/4/2017 15:50,31784.17021,15.53,59.85,4.92,524.8,491.9
3/4/2017 16:00,32047.65957,15.68,59.91,4.92,613.1,593.5
3/4/2017 16:10,32366.29787,15.66,60.45,4.922,650.7,648.4
3/4/2017 16:20,32629.78723,15.83,59.25,4.921,674.8,692.8
3/4/2017 16:30,32464.34043,15.95,59.28,4.918,625.0,641.0
3/4/2017 16:40,32035.40426,16.0,57.08,4.916,610.9,634.3
3/4/2017 16:50,31778.04255,15.94,58.38,4.921,537.7,558.5
3/4/2017 17:00,32102.80851,15.77,58.64,4.92,412.1,429.0
3/4/2017 17:10,32501.10638,15.5,59.71,4.92,420.6,440.7
